#pro1	pro2	combined score
PEX18	RSP5	9999.000000
PEX18	SAY1	9999.000000
PEX18	SCT1	9999.000000
PEX18	SEI1	9999.000000
PEX18	SLC1	9999.000000
PEX18	SPO14	9999.000000
PEX18	SPS19	9999.000000
PEX18	SPT23	9999.000000
PEX18	STE23	9999.000000
PEX18	TES1	9999.000000
PEX18	TGL1	9999.000000
PEX18	TGL2	9999.000000
PEX18	TGL3	9999.000000
PEX18	TGL4	9999.000000
PEX18	TGL5	9999.000000
PEX18	YAT1	9999.000000
PEX18	YEH1	9999.000000
PEX18	YEH2	9999.000000
PEX18	YHL050C	9999.000000
PEX18	YJU3	9999.000000
PEX18	YLL067C	9999.000000
PEX19	ACB1	9999.000000
PEX19	ACC1	9999.000000
PEX19	ACP1	9999.000000
PEX19	ACS1	9999.000000
PEX19	ACS2	9999.000000
PEX19	ADH6	9999.000000
PEX19	ADH7	9999.000000
PEX19	ADR1	9999.000000
PEX19	AIM45	9999.000000
PEX19	ALD2	9999.000000
PEX19	ALD3	9999.000000
PEX19	ALD4	9999.000000
PEX19	ALD5	9999.000000
PEX19	ALD6	9999.000000
PEX19	ALE1	9999.000000
PEX19	AMD2.00	9999.000000
PEX19	ARE2	9999.000000
PEX19	ATG15	9999.000000
PEX19	AYR1	9999.000000
PEX19	CAT2	9999.000000
PEX19	CDC48	9999.000000
PEX19	CDC60	9999.000000
PEX19	CDS1	9999.000000
PEX19	CEM1	9999.000000
PEX19	CFD1	9999.000000
PEX19	CHO1	9999.000000
PEX19	CHO2	9999.000000
PEX19	CIR1	9999.000000
PEX19	CIT1	9999.000000
PEX19	CIT2	9999.000000
PEX19	CIT3	9999.000000
PEX19	CMD1	9999.000000
PEX19	CPT1	9999.000000
PEX19	CRC1.00	9999.000000
PEX19	CTA1	9999.000000
PEX19	CTT1	9999.000000
PEX19	CYB2	9999.000000
PEX19	CYB5	9999.000000
PEX19	CYC1	9999.000000
PEX19	DCI1	9999.000000
PEX19	DGA1	9999.000000
PEX19	DGK1	9999.000000
PEX19	DPP1	9999.000000
PEX19	"DUR1,2"	9999.000000
PEX19	ECI1	9999.000000
PEX19	EHD3	9999.000000
PEX19	EHT1	9999.000000
PEX19	ELO1	9999.000000
PEX19	ELO2	9999.000000
PEX19	ELO3	9999.000000
PEX19	EPT1	9999.000000
PEX19	ERG1	9999.000000
PEX19	ERG10	9999.000000
PEX19	ERG11	9999.000000
PEX19	ERG25	9999.000000
PEX19	ERG3	9999.000000
PEX19	ERG5	9999.000000
PEX19	ERG7	9999.000000
PEX19	ETR1	9999.000000
PEX19	FAA1	9999.000000
PEX19	FAA2	9999.000000
PEX19	FAA3	9999.000000
PEX19	FAA4	9999.000000
PEX19	FAS1	9999.000000
PEX19	FAS2	9999.000000
PEX19	FAT1	9999.000000
PEX19	FKS1	9999.000000
PEX19	FMP30	9999.000000
PEX19	FMS1	9999.000000
PEX19	FOX2	9999.000000
PEX19	GCY1	9999.000000
PEX19	GLN1	9999.000000
PEX19	GPP1	9999.000000
PEX19	GPP2	9999.000000
PEX19	GPT2	9999.000000
PEX19	GUT1	9999.000000
PEX19	GUT2	9999.000000
PEX19	HAT1	9999.000000
PEX19	HEM13	9999.000000
PEX19	HEM3	9999.000000
PEX19	HFA1	9999.000000
PEX19	HFD1	9999.000000
PEX19	HMG1	9999.000000
PEX19	HMS1	9999.000000
PEX19	HRD1.00	9999.000000
PEX19	HTD2	9999.000000
PEX19	ICL1	9999.000000
PEX19	IDP2	9999.000000
PEX19	IDP3	9999.000000
PEX19	IFA38	9999.000000
PEX19	INA1	9999.000000
PEX19	IZH2	9999.000000
PEX19	LAT1	9999.000000
PEX19	LCB2	9999.000000
PEX19	LDH1	9999.000000
PEX19	LOA1	9999.000000
PEX19	LPP1	9999.000000
PEX19	LRO1	9999.000000
PEX19	MAE1	9999.000000
PEX19	MCT1	9999.000000
PEX19	MDH3	9999.000000
PEX19	MGA2	9999.000000
PEX19	MGL2	9999.000000
PEX19	MLC1	9999.000000
PEX19	MLC2	9999.000000
PEX19	MLS1	9999.000000
PEX19	NCP1	9999.000000
PEX19	NPL4	9999.000000
PEX19	NTE1	9999.000000
PEX19	OAR1	9999.000000
PEX19	OLE1	9999.000000
PEX19	OPI3	9999.000000
PEX19	PAC1	9999.000000
PEX19	PAH1	9999.000000
PEX19	PCD1	9999.000000
PEX19	PCS60	9999.000000
PEX19	PCT1	9999.000000
PEX19	PET10	9999.000000
PEX19	PEX1	9999.000000
PEX19	PEX10	9999.000000
PEX19	PEX11	9999.000000
PEX19	PEX12	9999.000000
PEX19	PEX13	9999.000000
PEX19	PEX14	9999.000000
PEX19	PEX18	9999.000000
PEX19	PEX19	0.000000
PEX19	PEX5	0.997000
PEX19	PEX6	0.995000
PEX19	PEX7	0.985000
PEX19	PHM8	9999.000000
PEX19	PHS1	9999.000000
PEX19	PIS1	9999.000000
PEX19	PLB1	9999.000000
PEX19	PLB2	9999.000000
PEX19	PLB3	9999.000000
PEX19	POT1	9999.000000
PEX19	POX1	0.753000
PEX19	PRE7	0.907000
PEX19	PSD1	9999.000000
PEX19	PSD2	9999.000000
PEX19	PXA1	0.915000
PEX19	PXA2	0.902000
PEX19	PXP1	9999.000000
PEX19	ROG1	9999.000000
PEX19	RSP5	9999.000000
PEX19	SAY1	9999.000000
PEX19	SCT1	9999.000000
PEX19	SEI1	9999.000000
PEX19	SLC1	9999.000000
PEX19	SPO14	9999.000000
PEX19	SPS19	9999.000000
PEX19	SPT23	9999.000000
PEX19	STE23	9999.000000
PEX19	TES1	0.712000
PEX19	TGL1	9999.000000
PEX19	TGL2	9999.000000
PEX19	TGL3	9999.000000
PEX19	TGL4	9999.000000
PEX19	TGL5	9999.000000
PEX19	YAT1	9999.000000
PEX19	YEH1	9999.000000
PEX19	YEH2	9999.000000
PEX19	YHL050C	9999.000000
PEX19	YJU3	9999.000000
PEX19	YLL067C	9999.000000
PEX5	ACB1	9999.000000
PEX5	ACC1	9999.000000
PEX5	ACP1	9999.000000
PEX5	ACS1	9999.000000
PEX5	ACS2	9999.000000
PEX5	ADH6	9999.000000
PEX5	ADH7	9999.000000
PEX5	ADR1	9999.000000
PEX5	AIM45	9999.000000
PEX5	ALD2	9999.000000
PEX5	ALD3	9999.000000
PEX5	ALD4	9999.000000
PEX5	ALD5	9999.000000
PEX5	ALD6	9999.000000
PEX5	ALE1	9999.000000
PEX5	AMD2.00	9999.000000
PEX5	ARE2	9999.000000
PEX5	ATG15	9999.000000
PEX5	AYR1	9999.000000
PEX5	CAT2	9999.000000
PEX5	CDC48	9999.000000
PEX5	CDC60	9999.000000
PEX5	CDS1	9999.000000
PEX5	CEM1	9999.000000
PEX5	CFD1	9999.000000
PEX5	CHO1	9999.000000
PEX5	CHO2	9999.000000
PEX5	CIR1	9999.000000
PEX5	CIT1	9999.000000
PEX5	CIT2	9999.000000
PEX5	CIT3	9999.000000
PEX5	CMD1	9999.000000
PEX5	CPT1	9999.000000
PEX5	CRC1.00	9999.000000
PEX5	CTA1	9999.000000
PEX5	CTT1	9999.000000
PEX5	CYB2	9999.000000
PEX5	CYB5	9999.000000
PEX5	CYC1	9999.000000
PEX5	DCI1	9999.000000
PEX5	DGA1	9999.000000
PEX5	DGK1	9999.000000
PEX5	DPP1	9999.000000
PEX5	"DUR1,2"	9999.000000
PEX5	ECI1	9999.000000
PEX5	EHD3	9999.000000
PEX5	EHT1	9999.000000
PEX5	ELO1	9999.000000
PEX5	ELO2	9999.000000
PEX5	ELO3	9999.000000
PEX5	EPT1	9999.000000
PEX5	ERG1	9999.000000
PEX5	ERG10	9999.000000
PEX5	ERG11	9999.000000
PEX5	ERG25	9999.000000
PEX5	ERG3	9999.000000
PEX5	ERG5	9999.000000
PEX5	ERG7	9999.000000
PEX5	ETR1	9999.000000
PEX5	FAA1	9999.000000
PEX5	FAA2	9999.000000
PEX5	FAA3	9999.000000
PEX5	FAA4	9999.000000
PEX5	FAS1	9999.000000
PEX5	FAS2	9999.000000
PEX5	FAT1	9999.000000
PEX5	FKS1	9999.000000
PEX5	FMP30	9999.000000
PEX5	FMS1	9999.000000
PEX5	FOX2	9999.000000
PEX5	GCY1	9999.000000
PEX5	GLN1	9999.000000
PEX5	GPP1	9999.000000
PEX5	GPP2	9999.000000
PEX5	GPT2	9999.000000
PEX5	GUT1	9999.000000
PEX5	GUT2	9999.000000
PEX5	HAT1	9999.000000
PEX5	HEM13	9999.000000
PEX5	HEM3	9999.000000
PEX5	HFA1	9999.000000
PEX5	HFD1	9999.000000
PEX5	HMG1	9999.000000
PEX5	HMS1	9999.000000
PEX5	HRD1.00	9999.000000
PEX5	HTD2	9999.000000
PEX5	ICL1	9999.000000
PEX5	IDP2	9999.000000
PEX5	IDP3	9999.000000
PEX5	IFA38	9999.000000
PEX5	INA1	9999.000000
PEX5	IZH2	9999.000000
PEX5	LAT1	9999.000000
PEX5	LCB2	9999.000000
PEX5	LDH1	9999.000000
PEX5	LOA1	9999.000000
PEX5	LPP1	9999.000000
PEX5	LRO1	9999.000000
PEX5	MAE1	9999.000000
PEX5	MCT1	9999.000000
PEX5	MDH3	9999.000000
PEX5	MGA2	9999.000000
PEX5	MGL2	9999.000000
PEX5	MLC1	9999.000000
PEX5	MLC2	9999.000000
PEX5	MLS1	9999.000000
PEX5	NCP1	9999.000000
PEX5	NPL4	9999.000000
PEX5	NTE1	9999.000000
PEX5	OAR1	9999.000000
PEX5	OLE1	9999.000000
PEX5	OPI3	9999.000000
PEX5	PAC1	9999.000000
PEX5	PAH1	9999.000000
PEX5	PCD1	9999.000000
PEX5	PCS60	9999.000000
PEX5	PCT1	9999.000000
PEX5	PET10	9999.000000
PEX5	PEX1	9999.000000
PEX5	PEX10	9999.000000
PEX5	PEX11	9999.000000
PEX5	PEX12	9999.000000
PEX5	PEX13	9999.000000
PEX5	PEX14	9999.000000
PEX5	PEX18	9999.000000
PEX5	PEX19	9999.000000
PEX5	PEX5	0.000000
PEX5	PEX6	0.998000
PEX5	PEX7	0.999000
PEX5	PHM8	9999.000000
PEX5	PHS1	9999.000000
PEX5	PIS1	9999.000000
PEX5	PLB1	9999.000000
PEX5	PLB2	9999.000000
PEX5	PLB3	9999.000000
PEX5	POT1	0.946000
PEX5	POX1	0.986000
PEX5	PRE7	0.993000
PEX5	PSD1	9999.000000
PEX5	PSD2	9999.000000
PEX5	PXA1	0.891000
PEX5	PXA2	0.785000
PEX5	PXP1	0.905000
PEX5	ROG1	9999.000000
PEX5	RSP5	9999.000000
PEX5	SAY1	9999.000000
PEX5	SCT1	9999.000000
PEX5	SEI1	9999.000000
PEX5	SLC1	9999.000000
PEX5	SPO14	9999.000000
PEX5	SPS19	0.919000
PEX5	SPT23	9999.000000
PEX5	STE23	9999.000000
PEX5	TES1	0.899000
PEX5	TGL1	9999.000000
PEX5	TGL2	9999.000000
PEX5	TGL3	9999.000000
PEX5	TGL4	9999.000000
PEX5	TGL5	9999.000000
PEX5	YAT1	9999.000000
PEX5	YEH1	9999.000000
PEX5	YEH2	9999.000000
PEX5	YHL050C	9999.000000
PEX5	YJU3	9999.000000
PEX5	YLL067C	9999.000000
PEX6	ACB1	9999.000000
PEX6	ACC1	9999.000000
PEX6	ACP1	9999.000000
PEX6	ACS1	9999.000000
PEX6	ACS2	9999.000000
PEX6	ADH6	9999.000000
PEX6	ADH7	9999.000000
PEX6	ADR1	9999.000000
PEX6	AIM45	9999.000000
PEX6	ALD2	9999.000000
PEX6	ALD3	9999.000000
PEX6	ALD4	9999.000000
PEX6	ALD5	9999.000000
PEX6	ALD6	9999.000000
PEX6	ALE1	9999.000000
PEX6	AMD2.00	9999.000000
PEX6	ARE2	9999.000000
PEX6	ATG15	9999.000000
PEX6	AYR1	9999.000000
PEX6	CAT2	9999.000000
PEX6	CDC48	9999.000000
PEX6	CDC60	9999.000000
PEX6	CDS1	9999.000000
PEX6	CEM1	9999.000000
PEX6	CFD1	9999.000000
PEX6	CHO1	9999.000000
PEX6	CHO2	9999.000000
PEX6	CIR1	9999.000000
PEX6	CIT1	9999.000000
PEX6	CIT2	9999.000000
PEX6	CIT3	9999.000000
PEX6	CMD1	9999.000000
PEX6	CPT1	9999.000000
PEX6	CRC1.00	9999.000000
PEX6	CTA1	9999.000000
PEX6	CTT1	9999.000000
PEX6	CYB2	9999.000000
PEX6	CYB5	9999.000000
PEX6	CYC1	9999.000000
PEX6	DCI1	9999.000000
PEX6	DGA1	9999.000000
PEX6	DGK1	9999.000000
PEX6	DPP1	9999.000000
PEX6	"DUR1,2"	9999.000000
PEX6	ECI1	9999.000000
PEX6	EHD3	9999.000000
PEX6	EHT1	9999.000000
PEX6	ELO1	9999.000000
PEX6	ELO2	9999.000000
PEX6	ELO3	9999.000000
PEX6	EPT1	9999.000000
PEX6	ERG1	9999.000000
PEX6	ERG10	9999.000000
PEX6	ERG11	9999.000000
PEX6	ERG25	9999.000000
PEX6	ERG3	9999.000000
PEX6	ERG5	9999.000000
PEX6	ERG7	9999.000000
PEX6	ETR1	9999.000000
PEX6	FAA1	9999.000000
PEX6	FAA2	9999.000000
PEX6	FAA3	9999.000000
PEX6	FAA4	9999.000000
PEX6	FAS1	9999.000000
PEX6	FAS2	9999.000000
PEX6	FAT1	9999.000000
PEX6	FKS1	9999.000000
PEX6	FMP30	9999.000000
PEX6	FMS1	9999.000000
PEX6	FOX2	9999.000000
PEX6	GCY1	9999.000000
PEX6	GLN1	9999.000000
PEX6	GPP1	9999.000000
PEX6	GPP2	9999.000000
PEX6	GPT2	9999.000000
PEX6	GUT1	9999.000000
PEX6	GUT2	9999.000000
PEX6	HAT1	9999.000000
PEX6	HEM13	9999.000000
PEX6	HEM3	9999.000000
PEX6	HFA1	9999.000000
PEX6	HFD1	9999.000000
PEX6	HMG1	9999.000000
PEX6	HMS1	9999.000000
PEX6	HRD1.00	9999.000000
PEX6	HTD2	9999.000000
PEX6	ICL1	9999.000000
PEX6	IDP2	9999.000000
PEX6	IDP3	9999.000000
PEX6	IFA38	9999.000000
PEX6	INA1	9999.000000
PEX6	IZH2	9999.000000
PEX6	LAT1	9999.000000
PEX6	LCB2	9999.000000
PEX6	LDH1	9999.000000
PEX6	LOA1	9999.000000
PEX6	LPP1	9999.000000
PEX6	LRO1	9999.000000
PEX6	MAE1	9999.000000
PEX6	MCT1	9999.000000
PEX6	MDH3	9999.000000
PEX6	MGA2	9999.000000
PEX6	MGL2	9999.000000
PEX6	MLC1	9999.000000
PEX6	MLC2	9999.000000
PEX6	MLS1	9999.000000
PEX6	NCP1	9999.000000
PEX6	NPL4	9999.000000
PEX6	NTE1	9999.000000
PEX6	OAR1	9999.000000
PEX6	OLE1	9999.000000
PEX6	OPI3	9999.000000
PEX6	PAC1	9999.000000
PEX6	PAH1	9999.000000
PEX6	PCD1	9999.000000
PEX6	PCS60	9999.000000
PEX6	PCT1	9999.000000
PEX6	PET10	9999.000000
PEX6	PEX1	9999.000000
PEX6	PEX10	9999.000000
PEX6	PEX11	9999.000000
PEX6	PEX12	9999.000000
PEX6	PEX13	9999.000000
PEX6	PEX14	9999.000000
PEX6	PEX18	9999.000000
PEX6	PEX19	9999.000000
PEX6	PEX5	9999.000000
PEX6	PEX6	0.000000
PEX6	PEX7	0.991000
PEX6	PHM8	9999.000000
PEX6	PHS1	9999.000000
PEX6	PIS1	9999.000000
PEX6	PLB1	9999.000000
PEX6	PLB2	9999.000000
PEX6	PLB3	9999.000000
PEX6	POT1	9999.000000
PEX6	POX1	0.786000
PEX6	PRE7	0.929000
PEX6	PSD1	9999.000000
PEX6	PSD2	9999.000000
PEX6	PXA1	0.785000
PEX6	PXA2	9999.000000
PEX6	PXP1	9999.000000
PEX6	ROG1	9999.000000
PEX6	RSP5	9999.000000
PEX6	SAY1	9999.000000
PEX6	SCT1	9999.000000
PEX6	SEI1	9999.000000
PEX6	SLC1	9999.000000
PEX6	SPO14	9999.000000
PEX6	SPS19	9999.000000
PEX6	SPT23	9999.000000
PEX6	STE23	9999.000000
PEX6	TES1	9999.000000
PEX6	TGL1	9999.000000
PEX6	TGL2	9999.000000
PEX6	TGL3	9999.000000
PEX6	TGL4	9999.000000
PEX6	TGL5	9999.000000
PEX6	YAT1	9999.000000
PEX6	YEH1	9999.000000
PEX6	YEH2	9999.000000
PEX6	YHL050C	9999.000000
PEX6	YJU3	9999.000000
PEX6	YLL067C	9999.000000
PEX7	ACB1	9999.000000
PEX7	ACC1	9999.000000
PEX7	ACP1	9999.000000
PEX7	ACS1	9999.000000
PEX7	ACS2	9999.000000
PEX7	ADH6	9999.000000
PEX7	ADH7	9999.000000
PEX7	ADR1	9999.000000
PEX7	AIM45	9999.000000
PEX7	ALD2	9999.000000
PEX7	ALD3	9999.000000
PEX7	ALD4	9999.000000
PEX7	ALD5	9999.000000
PEX7	ALD6	9999.000000
PEX7	ALE1	9999.000000
PEX7	AMD2.00	9999.000000
PEX7	ARE2	9999.000000
PEX7	ATG15	9999.000000
PEX7	AYR1	9999.000000
PEX7	CAT2	9999.000000
PEX7	CDC48	9999.000000
PEX7	CDC60	9999.000000
PEX7	CDS1	9999.000000
PEX7	CEM1	9999.000000
PEX7	CFD1	9999.000000
PEX7	CHO1	9999.000000
PEX7	CHO2	9999.000000
PEX7	CIR1	9999.000000
PEX7	CIT1	9999.000000
PEX7	CIT2	9999.000000
PEX7	CIT3	9999.000000
PEX7	CMD1	9999.000000
PEX7	CPT1	9999.000000
PEX7	CRC1.00	9999.000000
PEX7	CTA1	9999.000000
PEX7	CTT1	9999.000000
PEX7	CYB2	9999.000000
PEX7	CYB5	9999.000000
PEX7	CYC1	9999.000000
PEX7	DCI1	9999.000000
PEX7	DGA1	9999.000000
PEX7	DGK1	9999.000000
PEX7	DPP1	9999.000000
PEX7	"DUR1,2"	9999.000000
PEX7	ECI1	9999.000000
PEX7	EHD3	9999.000000
PEX7	EHT1	9999.000000
PEX7	ELO1	9999.000000
PEX7	ELO2	9999.000000
PEX7	ELO3	9999.000000
PEX7	EPT1	9999.000000
PEX7	ERG1	9999.000000
PEX7	ERG10	9999.000000
PEX7	ERG11	9999.000000
PEX7	ERG25	9999.000000
PEX7	ERG3	9999.000000
PEX7	ERG5	9999.000000
PEX7	ERG7	9999.000000
PEX7	ETR1	9999.000000
PEX7	FAA1	9999.000000
PEX7	FAA2	9999.000000
PEX7	FAA3	9999.000000
PEX7	FAA4	9999.000000
PEX7	FAS1	9999.000000
PEX7	FAS2	9999.000000
PEX7	FAT1	9999.000000
PEX7	FKS1	9999.000000
PEX7	FMP30	9999.000000
PEX7	FMS1	9999.000000
PEX7	FOX2	9999.000000
PEX7	GCY1	9999.000000
PEX7	GLN1	9999.000000
PEX7	GPP1	9999.000000
PEX7	GPP2	9999.000000
PEX7	GPT2	9999.000000
PEX7	GUT1	9999.000000
PEX7	GUT2	9999.000000
PEX7	HAT1	9999.000000
PEX7	HEM13	9999.000000
PEX7	HEM3	9999.000000
PEX7	HFA1	9999.000000
PEX7	HFD1	9999.000000
PEX7	HMG1	9999.000000
PEX7	HMS1	9999.000000
PEX7	HRD1.00	9999.000000
PEX7	HTD2	9999.000000
PEX7	ICL1	9999.000000
PEX7	IDP2	9999.000000
PEX7	IDP3	9999.000000
PEX7	IFA38	9999.000000
PEX7	INA1	9999.000000
PEX7	IZH2	9999.000000
PEX7	LAT1	9999.000000
PEX7	LCB2	9999.000000
PEX7	LDH1	9999.000000
PEX7	LOA1	9999.000000
PEX7	LPP1	9999.000000
PEX7	LRO1	9999.000000
PEX7	MAE1	9999.000000
PEX7	MCT1	9999.000000
PEX7	MDH3	9999.000000
PEX7	MGA2	9999.000000
PEX7	MGL2	9999.000000
PEX7	MLC1	9999.000000
PEX7	MLC2	9999.000000
PEX7	MLS1	9999.000000
PEX7	NCP1	9999.000000
PEX7	NPL4	9999.000000
PEX7	NTE1	9999.000000
PEX7	OAR1	9999.000000
PEX7	OLE1	9999.000000
PEX7	OPI3	9999.000000
PEX7	PAC1	9999.000000
PEX7	PAH1	9999.000000
PEX7	PCD1	9999.000000
PEX7	PCS60	9999.000000
PEX7	PCT1	9999.000000
PEX7	PET10	9999.000000
PEX7	PEX1	9999.000000
PEX7	PEX10	9999.000000
PEX7	PEX11	9999.000000
PEX7	PEX12	9999.000000
PEX7	PEX13	9999.000000
PEX7	PEX14	9999.000000
PEX7	PEX18	9999.000000
PEX7	PEX19	9999.000000
PEX7	PEX5	9999.000000
PEX7	PEX6	9999.000000
PEX7	PEX7	0.000000
PEX7	PHM8	9999.000000
PEX7	PHS1	9999.000000
PEX7	PIS1	9999.000000
PEX7	PLB1	9999.000000
PEX7	PLB2	9999.000000
PEX7	PLB3	9999.000000
PEX7	POT1	0.999000
PEX7	POX1	0.960000
PEX7	PRE7	0.958000
PEX7	PSD1	9999.000000
PEX7	PSD2	9999.000000
PEX7	PXA1	0.709000
PEX7	PXA2	9999.000000
PEX7	PXP1	9999.000000
PEX7	ROG1	9999.000000
PEX7	RSP5	9999.000000
PEX7	SAY1	9999.000000
PEX7	SCT1	9999.000000
PEX7	SEI1	9999.000000
PEX7	SLC1	9999.000000
PEX7	SPO14	9999.000000
PEX7	SPS19	9999.000000
PEX7	SPT23	9999.000000
PEX7	STE23	9999.000000
PEX7	TES1	9999.000000
PEX7	TGL1	9999.000000
PEX7	TGL2	9999.000000
PEX7	TGL3	9999.000000
PEX7	TGL4	9999.000000
PEX7	TGL5	9999.000000
PEX7	YAT1	9999.000000
PEX7	YEH1	9999.000000
PEX7	YEH2	9999.000000
PEX7	YHL050C	9999.000000
PEX7	YJU3	9999.000000
PEX7	YLL067C	9999.000000
PHM8	ACB1	9999.000000
PHM8	ACC1	9999.000000
PHM8	ACP1	9999.000000
PHM8	ACS1	9999.000000
PHM8	ACS2	9999.000000
PHM8	ADH6	9999.000000
PHM8	ADH7	9999.000000
PHM8	ADR1	9999.000000
PHM8	AIM45	9999.000000
PHM8	ALD2	9999.000000
PHM8	ALD3	9999.000000
PHM8	ALD4	9999.000000
PHM8	ALD5	9999.000000
PHM8	ALD6	9999.000000
PHM8	ALE1	9999.000000
PHM8	AMD2.00	9999.000000
PHM8	ARE2	9999.000000
PHM8	ATG15	9999.000000
PHM8	AYR1	9999.000000
PHM8	CAT2	9999.000000
PHM8	CDC48	9999.000000
PHM8	CDC60	9999.000000
PHM8	CDS1	9999.000000
PHM8	CEM1	9999.000000
PHM8	CFD1	9999.000000
PHM8	CHO1	9999.000000
PHM8	CHO2	9999.000000
PHM8	CIR1	9999.000000
PHM8	CIT1	9999.000000
PHM8	CIT2	9999.000000
PHM8	CIT3	9999.000000
PHM8	CMD1	9999.000000
PHM8	CPT1	9999.000000
PHM8	CRC1.00	9999.000000
PHM8	CTA1	9999.000000
PHM8	CTT1	9999.000000
PHM8	CYB2	9999.000000
PHM8	CYB5	9999.000000
PHM8	CYC1	9999.000000
PHM8	DCI1	9999.000000
PHM8	DGA1	9999.000000
PHM8	DGK1	9999.000000
PHM8	DPP1	9999.000000
PHM8	"DUR1,2"	9999.000000
PHM8	ECI1	9999.000000
PHM8	EHD3	9999.000000
PHM8	EHT1	9999.000000
PHM8	ELO1	9999.000000
PHM8	ELO2	9999.000000
PHM8	ELO3	9999.000000
PHM8	EPT1	9999.000000
PHM8	ERG1	9999.000000
PHM8	ERG10	9999.000000
PHM8	ERG11	9999.000000
PHM8	ERG25	9999.000000
PHM8	ERG3	9999.000000
PHM8	ERG5	9999.000000
PHM8	ERG7	9999.000000
PHM8	ETR1	9999.000000
PHM8	FAA1	9999.000000
PHM8	FAA2	9999.000000
PHM8	FAA3	9999.000000
PHM8	FAA4	9999.000000
PHM8	FAS1	9999.000000
PHM8	FAS2	9999.000000
PHM8	FAT1	9999.000000
PHM8	FKS1	9999.000000
PHM8	FMP30	9999.000000
PHM8	FMS1	9999.000000
PHM8	FOX2	9999.000000
PHM8	GCY1	9999.000000
PHM8	GLN1	9999.000000
PHM8	GPP1	9999.000000
PHM8	GPP2	9999.000000
PHM8	GPT2	9999.000000
PHM8	GUT1	9999.000000
PHM8	GUT2	9999.000000
PHM8	HAT1	9999.000000
PHM8	HEM13	9999.000000
PHM8	HEM3	9999.000000
PHM8	HFA1	9999.000000
PHM8	HFD1	9999.000000
PHM8	HMG1	9999.000000
PHM8	HMS1	9999.000000
PHM8	HRD1.00	9999.000000
PHM8	HTD2	9999.000000
PHM8	ICL1	9999.000000
PHM8	IDP2	9999.000000
PHM8	IDP3	9999.000000
PHM8	IFA38	9999.000000
PHM8	INA1	9999.000000
PHM8	IZH2	9999.000000
PHM8	LAT1	9999.000000
PHM8	LCB2	9999.000000
PHM8	LDH1	9999.000000
PHM8	LOA1	9999.000000
PHM8	LPP1	9999.000000
PHM8	LRO1	9999.000000
PHM8	MAE1	9999.000000
PHM8	MCT1	9999.000000
PHM8	MDH3	9999.000000
PHM8	MGA2	9999.000000
PHM8	MGL2	9999.000000
PHM8	MLC1	9999.000000
PHM8	MLC2	9999.000000
PHM8	MLS1	9999.000000
PHM8	NCP1	9999.000000
PHM8	NPL4	9999.000000
PHM8	NTE1	9999.000000
PHM8	OAR1	9999.000000
PHM8	OLE1	9999.000000
PHM8	OPI3	9999.000000
PHM8	PAC1	9999.000000
PHM8	PAH1	9999.000000
PHM8	PCD1	9999.000000
PHM8	PCS60	9999.000000
PHM8	PCT1	9999.000000
PHM8	PET10	9999.000000
PHM8	PEX1	9999.000000
PHM8	PEX10	9999.000000
PHM8	PEX11	9999.000000
PHM8	PEX12	9999.000000
PHM8	PEX13	9999.000000
PHM8	PEX14	9999.000000
PHM8	PEX18	9999.000000
PHM8	PEX19	9999.000000
PHM8	PEX5	9999.000000
PHM8	PEX6	9999.000000
PHM8	PEX7	9999.000000
PHM8	PHM8	0.000000
PHM8	PHS1	9999.000000
PHM8	PIS1	9999.000000
PHM8	PLB1	9999.000000
PHM8	PLB2	9999.000000
PHM8	PLB3	9999.000000
PHM8	POT1	9999.000000
PHM8	POX1	9999.000000
PHM8	PRE7	9999.000000
PHM8	PSD1	9999.000000
PHM8	PSD2	9999.000000
PHM8	PXA1	9999.000000
PHM8	PXA2	9999.000000
PHM8	PXP1	9999.000000
PHM8	ROG1	9999.000000
PHM8	RSP5	9999.000000
PHM8	SAY1	9999.000000
PHM8	SCT1	0.900000
PHM8	SEI1	9999.000000
PHM8	SLC1	0.900000
PHM8	SPO14	9999.000000
PHM8	SPS19	9999.000000
PHM8	SPT23	9999.000000
PHM8	STE23	9999.000000
PHM8	TES1	9999.000000
PHM8	TGL1	9999.000000
PHM8	TGL2	0.916000
PHM8	TGL3	0.909000
PHM8	TGL4	0.908000
PHM8	TGL5	0.909000
PHM8	YAT1	9999.000000
PHM8	YEH1	9999.000000
PHM8	YEH2	9999.000000
PHM8	YHL050C	9999.000000
PHM8	YJU3	0.942000
PHM8	YLL067C	9999.000000
PHS1	ACB1	9999.000000
PHS1	ACC1	9999.000000
PHS1	ACP1	9999.000000
PHS1	ACS1	9999.000000
PHS1	ACS2	9999.000000
PHS1	ADH6	9999.000000
PHS1	ADH7	9999.000000
PHS1	ADR1	9999.000000
PHS1	AIM45	9999.000000
PHS1	ALD2	9999.000000
PHS1	ALD3	9999.000000
PHS1	ALD4	9999.000000
PHS1	ALD5	9999.000000
PHS1	ALD6	9999.000000
PHS1	ALE1	9999.000000
PHS1	AMD2.00	9999.000000
PHS1	ARE2	9999.000000
PHS1	ATG15	9999.000000
PHS1	AYR1	9999.000000
PHS1	CAT2	9999.000000
PHS1	CDC48	9999.000000
PHS1	CDC60	9999.000000
PHS1	CDS1	9999.000000
PHS1	CEM1	9999.000000
PHS1	CFD1	9999.000000
PHS1	CHO1	9999.000000
PHS1	CHO2	9999.000000
PHS1	CIR1	9999.000000
